ioc,full_name,tourney_date,winner_id,winner_age,score,round,minutes,tourney_key,year,premio €,tourney_name,tourney_year_from_key
USA,Madison Keys,20180702,201619,23.3,6-4 6-2,R128,62.0,wimbledon-2018,2018,56778.518559674274,wimbledon,2018
USA,Madison Keys,20180702,201619,23.3,6-4 6-3,R64,76.0,wimbledon-2018,2018,85167.77783951141,wimbledon,2018
USA,Madison Keys,20180827,201619,23.5,6-4 6-4,R128,95.0,us open-2018,2018,94630.8642661238,us open,2018
USA,Madison Keys,20180827,201619,23.5,6-4 6-1,R64,72.0,us open-2018,2018,132483.2099725733,us open,2018
USA,Madison Keys,20180827,201619,23.5,4-6 6-1 6-2,R32,103.0,us open-2018,2018,203886.4984642849,us open,2018
USA,Madison Keys,20180827,201619,23.5,6-1 6-3,R16,76.0,us open-2018,2018,344112.23369499564,us open,2018
USA,Madison Keys,20180827,201619,23.5,6-4 6-3,QF,83.0,us open-2018,2018,567785.1855967428,us open,2018
USA,Madison Keys,20180115,201619,22.9,6-1 7-5,R128,68.0,australian open-2018,2018,113557.03711934856,australian open,2018
USA,Madison Keys,20180115,201619,22.9,6-0 6-1,R64,41.0,australian open-2018,2018,172056.11684749782,australian open,2018
USA,Madison Keys,20180115,201619,22.9,6-3 6-4,R32,73.0,australian open-2018,2018,249481.3694288718,australian open,2018
USA,Madison Keys,20180115,201619,22.9,6-3 6-2,R16,68.0,australian open-2018,2018,361317.8453797454,australian open,2018
USA,Madison Keys,20190527,201619,24.2,6-1 6-2,R128,56.0,roland garros-2019,2019,68806.27346401547,roland garros,2019
USA,Madison Keys,20190527,201619,24.2,7-5 5-7 6-3,R64,104.0,roland garros-2019,2019,103209.4101960232,roland garros,2019
USA,Madison Keys,20190527,201619,24.2,6-3 6-7(7) 6-4,R32,114.0,roland garros-2019,2019,148198.12746095637,roland garros,2019
USA,Madison Keys,20190527,201619,24.2,6-2 6-4,R16,76.0,roland garros-2019,2019,233764.90343543715,roland garros,2019
USA,Madison Keys,20190701,201619,24.3,6-3 6-2,R128,62.0,wimbledon-2019,2019,58220.69293109001,wimbledon,2019
USA,Madison Keys,20190826,201619,24.5,7-5 6-0,R128,64.0,us open-2019,2019,97034.48821848334,us open,2019
USA,Madison Keys,20190826,201619,24.5,6-4 6-1,R64,69.0,us open-2019,2019,135848.2835058767,us open,2019
USA,Madison Keys,20190826,201619,24.5,6-3 7-5,R32,80.0,us open-2019,2019,209065.21552527772,us open,2019
USA,Madison Keys,20190114,201619,23.9,6-2 6-2,R128,71.0,australian open-2019,2019,116441.38586218002,australian open,2019
USA,Madison Keys,20190114,201619,23.9,6-3 6-4,R64,81.0,australian open-2019,2019,176426.34221542426,australian open,2019
USA,Madison Keys,20190114,201619,23.9,6-3 6-2,R32,73.0,australian open-2019,2019,255818.1962123652,australian open,2019
USA,Madison Keys,20200120,201619,24.9,6-3 6-1,R128,57.0,australian open-2020,2020,119398.99706307938,australian open,2020
USA,Madison Keys,20200120,201619,24.9,7-6(3) 6-2,R64,79.0,australian open-2020,2020,180907.57130769605,australian open,2020
USA,Madison Keys,20200831,201619,25.5,6-1 6-1,R128,55.0,us open-2020,2020,99499.16421923284,us open,2020
USA,Madison Keys,20200831,201619,25.5,6-2 6-1,R64,54.0,us open-2020,2020,139298.82990692597,us open,2020
USA,Madison Keys,20210531,201619,26.2,6-3 3-6 6-1,R128,97.0,roland garros-2021,2021,72346.0232113755,roland garros,2021
USA,Madison Keys,20210531,201619,26.2,6-1 7-5,R64,93.0,roland garros-2021,2021,108519.03481706326,roland garros,2021
USA,Madison Keys,20210628,201619,26.3,6-3 6-4,R128,73.0,wimbledon-2021,2021,61215.86579424081,wimbledon,2021
USA,Madison Keys,20210628,201619,26.3,6-1 6-4,R64,63.0,wimbledon-2021,2021,91823.79869136124,wimbledon,2021
USA,Madison Keys,20210628,201619,26.3,7-5 6-3,R32,75.0,wimbledon-2021,2021,140981.9939503728,wimbledon,2021
USA,Madison Keys,20220117,201619,26.9,7-6(2) 7-5,R128,91.0,australian open-2022,2022,125541.49757082907,australian open,2022
USA,Madison Keys,20220117,201619,26.9,6-2 7-5,R64,90.0,australian open-2022,2022,190214.39025883196,australian open,2022
USA,Madison Keys,20220117,201619,26.9,4-6 6-3 7-6(2),R32,141.0,australian open-2022,2022,275810.8658753063,australian open,2022
USA,Madison Keys,20220117,201619,26.9,6-3 6-1,R16,69.0,australian open-2022,2022,399450.2195435471,australian open,2022
USA,Madison Keys,20220117,201619,26.9,6-3 6-2,QF,85.0,australian open-2022,2022,632462.8476106161,australian open,2022
USA,Madison Keys,20220523,201619,27.2,6-3 3-6 6-4,R128,,roland garros-2022,2022,74183.61220094445,roland garros,2022
USA,Madison Keys,20220523,201619,27.2,6-4 7-6(3),R64,,roland garros-2022,2022,111275.41830141668,roland garros,2022
USA,Madison Keys,20220523,201619,27.2,3-6 6-1 7-6(3),R32,,roland garros-2022,2022,159780.08781741883,roland garros,2022
USA,Madison Keys,20220829,201619,27.5,7-6(3) 6-3,R128,103.0,us open-2022,2022,104617.91464235756,us open,2022
USA,Madison Keys,20220829,201619,27.5,6-4 5-7 7-6(6),R64,142.0,us open-2022,2022,146465.0804993006,us open,2022
USA,Madison Keys,20230116,201619,27.9,6-4 3-6 6-2,R128,119.0,australian open-2023,2023,128730.25160912811,australian open,2023
USA,Madison Keys,20230116,201619,27.9,6-3 6-2,R64,77.0,australian open-2023,2023,195045.83577140627,australian open,2023
USA,Madison Keys,20230529,201619,28.2,6-1 3-6 6-1,R128,102.0,roland garros-2023,2023,76067.87595084844,roland garros,2023
USA,Madison Keys,20230703,201619,28.3,6-0 6-3,R128,75.0,wimbledon-2023,2023,64365.125804564064,wimbledon,2023
USA,Madison Keys,20230703,201619,28.3,7-5 6-3,R64,80.0,wimbledon-2023,2023,96547.68870684612,wimbledon,2023
USA,Madison Keys,20230703,201619,28.3,6-4 6-1,R32,76.0,wimbledon-2023,2023,148234.83518626876,wimbledon,2023
USA,Madison Keys,20230703,201619,28.3,3-6 7-6(4) 6-2,R16,123.0,wimbledon-2023,2023,234055.00292568756,wimbledon,2023
USA,Madison Keys,20230828,201619,28.5,6-2 6-4,R128,86.0,us open-2023,2023,107275.20967427344,us open,2023
USA,Madison Keys,20230828,201619,28.5,6-1 6-2,R64,54.0,us open-2023,2023,150185.2935439828,us open,2023
USA,Madison Keys,20230828,201619,28.5,5-7 6-2 6-2,R32,128.0,us open-2023,2023,231129.3153891164,us open,2023
USA,Madison Keys,20230828,201619,28.5,6-1 6-3,R16,61.0,us open-2023,2023,390091.67154281255,us open,2023
USA,Madison Keys,20230828,201619,28.5,6-1 6-4,QF,86.0,us open-2023,2023,643651.2580456407,us open,2023
USA,Madison Keys,20240527,201619,29.2,6-3 6-2,R128,,roland garros-2024,2024,78000.0,roland garros,2024
USA,Madison Keys,20240527,201619,29.2,6-0 7-6(7),R64,,roland garros-2024,2024,117000.0,roland garros,2024
USA,Madison Keys,20240701,201619,29.3,6-4 7-6(4),R128,105.0,wimbledon-2024,2024,66000.0,wimbledon,2024
USA,Madison Keys,20240701,201619,29.3,6-2 6-2,R64,77.0,wimbledon-2024,2024,99000.0,wimbledon,2024
USA,Madison Keys,20240701,201619,29.3,6-4 6-3,R32,81.0,wimbledon-2024,2024,152000.0,wimbledon,2024
USA,Madison Keys,20240826,201619,29.5,6-4 6-1,R128,64.0,us open-2024,2024,110000.0,us open,2024
USA,Madison Keys,20240826,201619,29.5,6-4 6-0,R64,62.0,us open-2024,2024,154000.0,us open,2024
USA,Jessica Pegula,20150831,202468,21.5,7-5 6-3,R128,,us open-2015,2015,87771.36798345533,us open,2015
USA,Jessica Pegula,20200831,202468,26.5,3-6 6-2 7-6(3),R128,169.0,us open-2020,2020,99499.16421923284,us open,2020
USA,Jessica Pegula,20200831,202468,26.5,7-6(1) 6-7(3) 6-3,R64,150.0,us open-2020,2020,139298.82990692597,us open,2020
USA,Jessica Pegula,20210208,202468,26.9,7-5 6-4,R128,99.0,australian open-2021,2021,122431.73158848162,australian open,2021
USA,Jessica Pegula,20210208,202468,26.9,6-0 6-1,R64,50.0,australian open-2021,2021,185502.62361891157,australian open,2021
USA,Jessica Pegula,20210208,202468,26.9,6-2 6-1,R32,68.0,australian open-2021,2021,268978.80424742174,australian open,2021
USA,Jessica Pegula,20210208,202468,26.9,6-4 3-6 6-3,R16,115.0,australian open-2021,2021,389555.5095997143,australian open,2021
USA,Jessica Pegula,20210531,202468,27.2,6-4 4-6 6-4,R128,142.0,roland garros-2021,2021,72346.0232113755,roland garros,2021
USA,Jessica Pegula,20210531,202468,27.2,6-3 6-3,R64,79.0,roland garros-2021,2021,108519.03481706326,roland garros,2021
USA,Jessica Pegula,20210628,202468,27.3,6-3 6-1,R128,61.0,wimbledon-2021,2021,61215.86579424081,wimbledon,2021
USA,Jessica Pegula,20210830,202468,27.5,6-2 6-2,R128,64.0,us open-2021,2021,102026.44299040137,us open,2021
USA,Jessica Pegula,20210830,202468,27.5,6-3 6-2,R64,65.0,us open-2021,2021,142837.0201865619,us open,2021
USA,Jessica Pegula,20220117,202468,27.8,4-6 7-6(1) 7-5,R128,172.0,australian open-2022,2022,125541.49757082907,australian open,2022
USA,Jessica Pegula,20220117,202468,27.8,6-4 6-4,R64,83.0,australian open-2022,2022,190214.39025883196,australian open,2022
USA,Jessica Pegula,20220117,202468,27.8,7-6(3) 6-2,R32,91.0,australian open-2022,2022,275810.8658753063,australian open,2022
USA,Jessica Pegula,20220117,202468,27.8,7-6(0) 6-3,R16,95.0,australian open-2022,2022,399450.2195435471,australian open,2022
USA,Jessica Pegula,20220523,202468,28.2,6-2 6-4,R128,,roland garros-2022,2022,74183.61220094445,roland garros,2022
USA,Jessica Pegula,20220523,202468,28.2,6-1 5-7 6-4,R64,,roland garros-2022,2022,111275.41830141668,roland garros,2022
USA,Jessica Pegula,20220523,202468,28.2,6-1 7-6(2),R32,,roland garros-2022,2022,159780.08781741883,roland garros,2022
USA,Jessica Pegula,20220523,202468,28.2,4-6 6-2 6-3,R16,,roland garros-2022,2022,252034.06709295232,roland garros,2022
USA,Jessica Pegula,20220627,202468,28.3,6-3 7-6(2),R128,89.0,wimbledon-2022,2022,62770.74878541454,wimbledon,2022
USA,Jessica Pegula,20220627,202468,28.3,4-6 6-3 6-1,R64,111.0,wimbledon-2022,2022,94156.1231781218,wimbledon,2022
USA,Jessica Pegula,20220829,202468,28.5,6-2 6-2,R128,64.0,us open-2022,2022,104617.91464235756,us open,2022
USA,Jessica Pegula,20220829,202468,28.5,6-4 6-4,R64,79.0,us open-2022,2022,146465.0804993006,us open,2022
USA,Jessica Pegula,20220829,202468,28.5,6-2 6-7(6) 6-0,R32,123.0,us open-2022,2022,225404.05245671584,us open,2022
USA,Jessica Pegula,20220829,202468,28.5,6-3 6-2,R16,73.0,us open-2022,2022,380428.7805176639,us open,2022
USA,Jessica Pegula,20230116,202468,28.8,6-0 6-1,R128,59.0,australian open-2023,2023,128730.25160912811,australian open,2023
USA,Jessica Pegula,20230116,202468,28.8,6-2 7-6(5),R64,91.0,australian open-2023,2023,195045.83577140627,australian open,2023
USA,Jessica Pegula,20230116,202468,28.8,6-0 6-2,R32,65.0,australian open-2023,2023,282816.4618685391,australian open,2023
USA,Jessica Pegula,20230116,202468,28.8,7-5 6-2,R16,101.0,australian open-2023,2023,409596.25511995313,australian open,2023
USA,Jessica Pegula,20230529,202468,29.2,6-4 6-2,R128,83.0,roland garros-2023,2023,76067.87595084844,roland garros,2023
USA,Jessica Pegula,20230529,202468,29.2,6-2 0-0 RET,R64,38.0,roland garros-2023,2023,114101.81392627266,roland garros,2023
USA,Jessica Pegula,20230703,202468,29.3,6-2 6-7(8) 6-3,R128,140.0,wimbledon-2023,2023,64365.125804564064,wimbledon,2023
USA,Jessica Pegula,20230703,202468,29.3,6-1 6-4,R64,63.0,wimbledon-2023,2023,96547.68870684612,wimbledon,2023
USA,Jessica Pegula,20230703,202468,29.3,6-4 6-0,R32,75.0,wimbledon-2023,2023,148234.83518626876,wimbledon,2023
USA,Jessica Pegula,20230703,202468,29.3,6-1 6-3,R16,75.0,wimbledon-2023,2023,234055.00292568756,wimbledon,2023
USA,Jessica Pegula,20230828,202468,29.5,6-2 6-2,R128,82.0,us open-2023,2023,107275.20967427344,us open,2023
USA,Jessica Pegula,20230828,202468,29.5,6-3 6-1,R64,71.0,us open-2023,2023,150185.2935439828,us open,2023
USA,Jessica Pegula,20230828,202468,29.5,6-4 4-6 6-2,R32,111.0,us open-2023,2023,231129.3153891164,us open,2023
USA,Jessica Pegula,20240115,202468,29.8,6-2 6-4,R128,65.0,australian open-2024,2024,132000.0,australian open,2024
USA,Jessica Pegula,20240701,202468,30.3,6-2 6-0,R128,49.0,wimbledon-2024,2024,66000.0,wimbledon,2024
USA,Jessica Pegula,20240826,202468,30.5,6-4 6-3,R128,83.0,us open-2024,2024,110000.0,us open,2024
USA,Jessica Pegula,20240826,202468,30.5,7-6(4) 6-3,R64,87.0,us open-2024,2024,154000.0,us open,2024
USA,Jessica Pegula,20240826,202468,30.5,6-3 6-3,R32,70.0,us open-2024,2024,237000.0,us open,2024
USA,Jessica Pegula,20240826,202468,30.5,6-4 6-2,R16,87.0,us open-2024,2024,400000.0,us open,2024
USA,Jessica Pegula,20240826,202468,30.5,6-2 6-4,QF,88.0,us open-2024,2024,660000.0,us open,2024
USA,Jessica Pegula,20240826,202468,30.5,1-6 6-4 6-2,SF,132.0,us open-2024,2024,1260000.0,us open,2024
ITA,Jasmine Paolini,20200928,211148,24.7,6-4 6-3,R128,74.0,roland garros-2020,2020,70553.95281000146,roland garros,2020
ITA,Jasmine Paolini,20210531,211148,25.4,7-5 6-1,R128,78.0,roland garros-2021,2021,72346.0232113755,roland garros,2021
ITA,Jasmine Paolini,20210830,211148,25.6,6-3 6-4,R128,66.0,us open-2021,2021,102026.44299040137,us open,2021
ITA,Jasmine Paolini,20230529,211148,27.3,7-5 2-6 6-2,R128,133.0,roland garros-2023,2023,76067.87595084844,roland garros,2023
ITA,Jasmine Paolini,20240115,211148,28.0,6-3 6-4,R128,69.0,australian open-2024,2024,132000.0,australian open,2024
ITA,Jasmine Paolini,20240115,211148,28.0,6-2 6-3,R64,70.0,australian open-2024,2024,200000.0,australian open,2024
ITA,Jasmine Paolini,20240115,211148,28.0,7-6(1) 6-4,R32,86.0,australian open-2024,2024,290000.0,australian open,2024
ITA,Jasmine Paolini,20240527,211148,28.3,6-3 6-4,R128,,roland garros-2024,2024,78000.0,roland garros,2024
ITA,Jasmine Paolini,20240527,211148,28.3,6-4 7-6(6),R64,,roland garros-2024,2024,117000.0,roland garros,2024
ITA,Jasmine Paolini,20240527,211148,28.3,6-1 3-6 6-0,R32,,roland garros-2024,2024,168000.0,roland garros,2024
ITA,Jasmine Paolini,20240527,211148,28.3,4-6 6-0 6-1,R16,,roland garros-2024,2024,265000.0,roland garros,2024
ITA,Jasmine Paolini,20240527,211148,28.3,6-2 4-6 6-4,QF,,roland garros-2024,2024,440000.0,roland garros,2024
ITA,Jasmine Paolini,20240527,211148,28.3,6-3 6-1,SF,,roland garros-2024,2024,690000.0,roland garros,2024
ITA,Jasmine Paolini,20240701,211148,28.4,7-5 6-3,R128,97.0,wimbledon-2024,2024,66000.0,wimbledon,2024
ITA,Jasmine Paolini,20240701,211148,28.4,7-6(5) 6-2,R64,92.0,wimbledon-2024,2024,99000.0,wimbledon,2024
ITA,Jasmine Paolini,20240701,211148,28.4,7-6(4) 6-1,R32,91.0,wimbledon-2024,2024,152000.0,wimbledon,2024
ITA,Jasmine Paolini,20240701,211148,28.4,6-3 6-7(6) 5-5 RET,R16,143.0,wimbledon-2024,2024,240000.0,wimbledon,2024
ITA,Jasmine Paolini,20240701,211148,28.4,6-2 6-1,QF,58.0,wimbledon-2024,2024,400000.0,wimbledon,2024
ITA,Jasmine Paolini,20240701,211148,28.4,2-6 6-4 7-6(8),SF,171.0,wimbledon-2024,2024,775000.0,wimbledon,2024
ITA,Jasmine Paolini,20240826,211148,28.6,6-7(5) 6-2 6-4,R128,168.0,us open-2024,2024,110000.0,us open,2024
ITA,Jasmine Paolini,20240826,211148,28.6,RET,R64,,us open-2024,2024,154000.0,us open,2024
ITA,Jasmine Paolini,20240826,211148,28.6,6-3 6-4,R32,93.0,us open-2024,2024,237000.0,us open,2024
ESP,Paula Badosa,20200120,211651,22.1,6-1 6-0,R128,57.0,australian open-2020,2020,119398.99706307938,australian open,2020
ESP,Paula Badosa,20200928,211651,22.8,6-2 4-6 6-3,R128,122.0,roland garros-2020,2020,70553.95281000146,roland garros,2020
ESP,Paula Badosa,20200928,211651,22.8,6-4 4-6 6-2,R64,100.0,roland garros-2020,2020,105830.92921500218,roland garros,2020
ESP,Paula Badosa,20200928,211651,22.8,6-4 6-3,R32,82.0,roland garros-2020,2020,151962.35989846467,roland garros,2020
ESP,Paula Badosa,20210531,211651,23.5,6-2 7-6(3),R128,100.0,roland garros-2021,2021,72346.0232113755,roland garros,2021
ESP,Paula Badosa,20210531,211651,23.5,6-2 6-0,R64,52.0,roland garros-2021,2021,108519.03481706326,roland garros,2021
ESP,Paula Badosa,20210531,211651,23.5,2-6 7-6(4) 6-4,R32,171.0,roland garros-2021,2021,155822.2038398857,roland garros,2021
ESP,Paula Badosa,20210531,211651,23.5,6-4 3-6 6-2,R16,110.0,roland garros-2021,2021,245790.9762950578,roland garros,2021
ESP,Paula Badosa,20210628,211651,23.6,6-2 5-7 6-2,R128,105.0,wimbledon-2021,2021,61215.86579424081,wimbledon,2021
ESP,Paula Badosa,20210628,211651,23.6,6-4 6-1,R64,80.0,wimbledon-2021,2021,91823.79869136124,wimbledon,2021
ESP,Paula Badosa,20210628,211651,23.6,5-7 6-2 6-4,R32,146.0,wimbledon-2021,2021,140981.9939503728,wimbledon,2021
ESP,Paula Badosa,20210830,211651,23.7,6-4 6-3,R128,80.0,us open-2021,2021,102026.44299040137,us open,2021
ESP,Paula Badosa,20220117,211651,24.1,6-4 6-0,R128,82.0,australian open-2022,2022,125541.49757082907,australian open,2022
ESP,Paula Badosa,20220117,211651,24.1,6-0 6-3,R64,71.0,australian open-2022,2022,190214.39025883196,australian open,2022
ESP,Paula Badosa,20220117,211651,24.1,6-2 5-7 6-4,R32,139.0,australian open-2022,2022,275810.8658753063,australian open,2022
ESP,Paula Badosa,20220523,211651,24.5,6-2 6-0,R128,,roland garros-2022,2022,74183.61220094445,roland garros,2022
ESP,Paula Badosa,20220523,211651,24.5,7-5 3-6 6-2,R64,,roland garros-2022,2022,111275.41830141668,roland garros,2022
ESP,Paula Badosa,20220627,211651,24.6,6-2 6-1,R128,56.0,wimbledon-2022,2022,62770.74878541454,wimbledon,2022
ESP,Paula Badosa,20220627,211651,24.6,6-3 6-2,R64,72.0,wimbledon-2022,2022,94156.1231781218,wimbledon,2022
ESP,Paula Badosa,20220627,211651,24.6,7-5 7-6(4),R32,125.0,wimbledon-2022,2022,144562.93659671227,wimbledon,2022
ESP,Paula Badosa,20220829,211651,24.7,3-6 7-6(4) 6-3,R128,149.0,us open-2022,2022,104617.91464235756,us open,2022
ESP,Paula Badosa,20230703,211651,25.6,6-3 6-3,R128,69.0,wimbledon-2023,2023,64365.125804564064,wimbledon,2023
ESP,Paula Badosa,20240115,211651,26.1,6-1 6-3,R128,57.0,australian open-2024,2024,132000.0,australian open,2024
ESP,Paula Badosa,20240115,211651,26.1,6-2 6-3,R64,72.0,australian open-2024,2024,200000.0,australian open,2024
ESP,Paula Badosa,20240527,211651,26.5,4-6 7-5 6-4,R128,,roland garros-2024,2024,78000.0,roland garros,2024
ESP,Paula Badosa,20240527,211651,26.5,4-6 6-1 7-5,R64,,roland garros-2024,2024,117000.0,roland garros,2024
ESP,Paula Badosa,20240701,211651,26.6,6-3 6-2,R128,81.0,wimbledon-2024,2024,66000.0,wimbledon,2024
ESP,Paula Badosa,20240701,211651,26.6,6-4 6-2,R64,80.0,wimbledon-2024,2024,99000.0,wimbledon,2024
ESP,Paula Badosa,20240701,211651,26.6,7-6(6) 4-6 6-4,R32,171.0,wimbledon-2024,2024,152000.0,wimbledon,2024
ESP,Paula Badosa,20240826,211651,26.7,6-0 6-3,R128,69.0,us open-2024,2024,110000.0,us open,2024
ESP,Paula Badosa,20240826,211651,26.7,6-3 7-5,R64,100.0,us open-2024,2024,154000.0,us open,2024
ESP,Paula Badosa,20240826,211651,26.7,4-6 6-1 7-6(8),R32,152.0,us open-2024,2024,237000.0,us open,2024
ESP,Paula Badosa,20240826,211651,26.7,6-1 6-2,R16,82.0,us open-2024,2024,400000.0,us open,2024
BLR,Aryna Sabalenka,20170703,214544,19.1,6-3 6-4,R128,71.0,wimbledon-2017,2017,55372.068031669856,wimbledon,2017
BLR,Aryna Sabalenka,20180827,214544,20.3,6-0 4-6 6-4,R128,113.0,us open-2018,2018,94630.8642661238,us open,2018
BLR,Aryna Sabalenka,20180827,214544,20.3,6-3 7-6(7),R64,101.0,us open-2018,2018,132483.2099725733,us open,2018
BLR,Aryna Sabalenka,20180827,214544,20.3,7-5 6-1,R32,85.0,us open-2018,2018,203886.4984642849,us open,2018
BLR,Aryna Sabalenka,20190527,214544,21.0,7-5 6-1,R128,92.0,roland garros-2019,2019,68806.27346401547,roland garros,2019
BLR,Aryna Sabalenka,20190826,214544,21.3,3-6 6-3 6-4,R128,133.0,us open-2019,2019,97034.48821848334,us open,2019
BLR,Aryna Sabalenka,20190114,214544,20.6,6-1 6-4,R128,66.0,australian open-2019,2019,116441.38586218002,australian open,2019
