tourney_name,round,year,total_2ndWon,total_1stIn,total_bpFaced,total_1stWon,total_SvGms,total_df,total_bpSaved,total_ace,%aces_por_punto,%doble_falta,%primer_serve_in,%primer_serve_won,%segundo_serve_won,%bp_saved,%bp_convertidos,%juegos_de_saques_ganados,%puntos_ganados_con_servicio,total_svpt,w_ace,l_ace
wimbledon,R128,2021,33.0,83.0,7.0,60.0,17.0,5.0,5.0,10.0,7.2992700729927,3.64963503649635,60.58394160583942,72.28915662650603,61.111111111111114,71.42857142857143,71.42857142857143,100.0,67.88321167883211,137.0,9.0,1.0
wimbledon,R128,2022,49.0,104.0,31.0,72.0,29.0,18.0,23.0,4.0,1.9607843137254901,8.823529411764707,50.98039215686274,69.23076923076923,49.0,74.19354838709677,74.19354838709677,100.0,59.31372549019608,204.0,3.0,1.0
wimbledon,R128,2023,28.0,124.0,16.0,86.0,28.0,5.0,10.0,13.0,7.386363636363637,2.840909090909091,70.45454545454545,69.35483870967742,53.84615384615385,62.5,62.5,100.0,64.77272727272727,176.0,1.0,12.0
wimbledon,R128,2024,13.0,66.0,11.0,39.0,15.0,2.0,4.0,2.0,2.1052631578947367,2.1052631578947367,69.47368421052632,59.09090909090909,44.827586206896555,36.36363636363637,36.36363636363637,100.0,54.736842105263165,95.0,2.0,0.0
wimbledon,R16,2019,19.0,73.0,18.0,46.0,18.0,6.0,11.0,2.0,1.680672268907563,5.042016806722689,61.34453781512605,63.013698630136986,41.30434782608695,61.111111111111114,61.111111111111114,100.0,54.621848739495796,119.0,2.0,0.0
wimbledon,R16,2021,23.0,77.0,11.0,48.0,20.0,7.0,5.0,9.0,7.377049180327869,5.737704918032787,63.114754098360656,62.33766233766234,51.11111111111111,45.45454545454545,45.45454545454545,100.0,58.19672131147541,122.0,3.0,6.0
wimbledon,R16,2024,21.0,74.0,7.0,50.0,19.0,3.0,3.0,3.0,2.608695652173913,2.608695652173913,64.34782608695652,67.56756756756756,51.21951219512195,42.857142857142854,42.857142857142854,100.0,61.73913043478261,115.0,0.0,3.0
wimbledon,R32,2019,49.0,124.0,13.0,85.0,34.0,10.0,6.0,7.0,3.3333333333333335,4.761904761904762,59.04761904761905,68.54838709677419,56.97674418604651,46.15384615384615,46.15384615384615,100.0,63.8095238095238,210.0,3.0,4.0
wimbledon,R32,2021,18.0,64.0,13.0,41.0,18.0,6.0,6.0,6.0,5.555555555555555,5.555555555555555,59.25925925925925,64.0625,40.909090909090914,46.15384615384615,46.15384615384615,100.0,54.629629629629626,108.0,5.0,1.0
wimbledon,R32,2022,34.0,128.0,25.0,74.0,28.0,5.0,15.0,5.0,2.5510204081632653,2.5510204081632653,65.3061224489796,57.8125,50.0,60.0,60.0,100.0,55.10204081632652,196.0,1.0,4.0
wimbledon,R32,2024,10.0,62.0,11.0,42.0,16.0,6.0,5.0,6.0,6.666666666666667,6.666666666666667,68.88888888888889,67.74193548387096,35.714285714285715,45.45454545454545,45.45454545454545,100.0,57.77777777777777,90.0,5.0,1.0
wimbledon,R64,2019,18.0,64.0,4.0,50.0,17.0,5.0,2.0,6.0,5.825242718446602,4.854368932038835,62.13592233009708,78.125,46.15384615384615,50.0,50.0,100.0,66.01941747572816,103.0,2.0,4.0
wimbledon,R64,2021,15.0,74.0,10.0,53.0,19.0,9.0,5.0,13.0,11.607142857142858,8.035714285714286,66.07142857142857,71.62162162162163,39.473684210526315,50.0,50.0,100.0,60.71428571428571,112.0,9.0,4.0
wimbledon,R64,2022,18.0,82.0,4.0,54.0,17.0,2.0,1.0,11.0,9.734513274336283,1.7699115044247788,72.56637168141593,65.85365853658537,58.06451612903226,25.0,25.0,100.0,63.716814159292035,113.0,10.0,1.0
wimbledon,R64,2024,21.0,56.0,11.0,37.0,15.0,4.0,6.0,4.0,3.9603960396039604,3.9603960396039604,55.44554455445545,66.07142857142857,46.666666666666664,54.54545454545454,54.54545454545454,100.0,57.42574257425742,101.0,2.0,2.0
